微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IvWgv3cFv,#今日天气# 早安，泰州！今天多云，东北风4级左右。今天最高气温：14℃左右，明晨最低气温：3～4℃。  原图 ,,http://wx2.sinaimg.cn/large/be780da6ly1gc9gk2frc4j208305ut8l.jpg,无,无,2020-02-26 07:39,OPPO R9,0,0,2
IvSktxwxx,#微观民生# 防疫不到位！泰州两企业被责令停业整改……防疫不到位！泰州两企业被责令停业整改……  ,,无,无,无,2020-02-25 21:38,OPPO R9,7,0,3
IvSjuna16,#微观民生# 那个火爆的泰州大喇叭又广播啦那个火爆的泰州大喇叭又广播啦，曝光了这几个人……  ,,无,无,无,2020-02-25 21:35,OPPO R9,2,0,3
IvRBYf6dE,#微观民生# 网友热点问题回复（五）网友热点问题回复（五）  ,,无,无,无,2020-02-25 19:48,OPPO R9,5,1,2
IvQNmrWiy,#微观民生#【护企安全员】公安医药高新区分局明珠派出所社区民警倪思远是“护企安全员”中的一员，他正利用小喇叭在为纬创资通（泰州）有限公司就餐的员工进行疫情安全防护知识宣传。该公司2月10日复工复产，复工员工909人。倪思远主动与企业“驻厂员”沟通联系，切实加强复工企业疫情防控工作指导和服务协调。他每天利用小喇叭在厂区内开展疫情防控知识宣传，组织企业医务人员对员工宿舍开展消毒，指导企业保安员强化员工隔离期间的安全管理，组织每天两次测量体温。 原图 ,,http://wx2.sinaimg.cn/large/be780da6gy1gc8fx96z1yj20b408c770.jpg,无,无,2020-02-25 17:44,微博 weibo.com,1,1,1
IvQAnedMs,#微观民生#【村支书黄小明朋友圈里当“菜贩子”】近期，靖江市孤山镇联东村党支部书记黄小明的手机总是响个不停，不是想要预订蔬菜的熟人，就是想找他帮忙卖菜的村民。大家纷纷调侃他成了“菜贩子”，不过他倒是不太介意，因为村里20多户村民的1300多斤蔬菜的销售问题算是解决了。  ,,无,无,无,2020-02-25 17:12,微博 weibo.com,4,1,0
IvQkxAcZe,#微观民生#【拐点尚未到，还得绷住劲儿】日前连续晴好天气，处困于家的市民走出家门，出现办理业务未按规定间隔一米排队、不戴口罩市民闲逛、买菜市民扎堆闲谈、垂钓者没有防护措施等不好现象，抗击疫情的拐点尚未到，还得绷住劲儿!  [组图共5张] 原图 ,,"http://ww3.sinaimg.cn/large/be780da6gy1gc8fpw86wdj20b407emzx.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gc8fpw76qcj20b4068tay.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gc8fpw8efuj20b407ewgx.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gc8fpwhf7sj20b40et44u.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gc8fpw74bqj20b406xmzs.jpg",无,无,2020-02-25 16:33,微博 weibo.com,2,1,0
IvQ8M0ZjZ,#微观民生#【复工专列抵泰】今天上午11点50分，从西安始发的K60次可胜科技（泰州）有限公司“复工专列”抵达泰州站。这是泰州首趟复工专列，集中返岗复工的近600名员工，主要来自陕西、山西、河南等地。刚刚，复工专列抵泰！  ,,无,无,无,2020-02-25 16:04,微博 weibo.com,4,0,9
IvQ0Ew966,#微观民生#【中小学教材将陆续发放至学生手中】为应对当前疫情，确保学生“课前到书”，即日起，中小学教材将陆续发放至学生手中。市教育局相关负责人表示，根据市委市政府相关要求，各市（区）正紧密结合各地疫情防控具体情况，因地制宜，遵循“一校一策”的原则，做好疫情防控期间中小学的教材教辅材发放工作，确保在3月上旬前，将全市中小学生的2020年新学期教材全部发放到位。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gc8fedu0fpj20b408c776.jpg,无,无,2020-02-25 15:44,微博 weibo.com,5,1,3
IvPTydsvR,#微观民生# 近几日，有关疫情的好消息不断，不少人放松了警惕，更有甚者竟心存侥幸，不顾政府禁令提供场所聚众赌博，被依法处以行政拘留处罚。拘！  ,,无,无,无,2020-02-25 15:26,360安全浏览器,1,0,0
IvPNCBzhI,#微观民生# 农时不能误，果蔬不能烂！疫情下，泰州人想了很多办法……农时不能误，果蔬不能烂！疫情下，泰州人想了很多办法……  ,,无,无,无,2020-02-25 15:11,360安全浏览器,2,1,2
IvPFXbDG2,#微观民生#【2000个中药香囊支援一线】“这是我们卫生院中医师、后勤职工以及志愿者连夜赶制的中药香囊，免费送给奋斗在‘疫’线的工作人员。”近日，泰兴市滨江镇马甸卫生院将手工赶制的2000个中药香囊送到该市疫情防控工作指挥部，并委托他们及时分发给抗疫一线的工作人员。  ,,无,无,无,2020-02-25 14:53,微博 weibo.com,4,0,0
IvPkQsLXu,#微观民生#【这支防疫“爱心车队”干了不少暖心事】代充煤气、代买生活物资、修理电瓶车……新冠肺炎疫情发生以来，东唐社区的防疫措施不断加强，严格控制人群聚集和人员流动。由于群众的出行及生活受到了一定影响，海陵区京泰路街道东唐社区的16名居民就自发组织了一个爱心车队，车队有9辆汽车，还有3辆电瓶车、3辆电动三轮车、1辆自行车，为大家提供服务。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gc8fa25u1dj20b4055gnf.jpg,无,无,2020-02-25 14:01,微博 weibo.com,1,0,0
IvPj3EBzY,不能松懈！一级响应与二级响应的区别有哪些？不能松懈！一级响应与二级响应的区别有哪些？  ,,无,无,无,2020-02-25 13:56,OPPO R9,4,1,2
IvOIw7MXE,#微观民生# 央视聚焦！泰州造“庞然大物”返航！央视聚焦！泰州造“庞然大物”返航！  ,,无,无,无,2020-02-25 12:26,OPPO R9,2,0,4
IvOww4hZV,#微观民生#【我市长途汽车 逐步恢复运行】从24日起泰州汽车客运南站恢复苏州、常熟、昆山等班线的部分班次运行，到25日，汽车客运南站将恢复至南京、镇江、无锡、淮安、宿迁、扬泰机场等地的20条班线，班次也更多，其余班线将根据疫情情况逐步恢复。目前已经可以通过巴士管家APP、泰州汽车客运站微信公众号购票，根据客流情况现场发车可能会有调整。根据目前的排班计划，海陵区出发的长途汽车将全部由泰州汽车客运南站发出，暂时不进高港北站。面对疫情防控工作，泰州汽车客运南站将做好 “日消毒”和“每班次通风”措施，做好运输工具及候车室的清洁、消毒和通风工作，维护良好的候车乘车环境，降低病毒传染条件。 ,,无,无,无,2020-02-25 11:57,微博 weibo.com,5,0,4
IvOd27NbK,#微观民生#【建行泰州分行为应急物资生产企业发放贷款近亿元】疫情防控阻击战打响后，建设银行泰州分行积极展现大行形象担当，先后出台多项惠企惠民举措，为疫情防控贡献金融力量。截至目前，该行已先后为生产疫情防控物资的5户重点企业发放贷款近1亿元。同时，对受疫情影响的重点企业适度延长授信有效期，对出现临时还款困难的通过增加合理周转性资金、期限调整、下调贷款利率等方式，帮扶企业渡过难关。 ,,无,无,无,2020-02-25 11:09,微博 weibo.com,2,0,0
IvNEr8kXK,#微观民生# 图示泰州市新型冠状病毒肺炎疫情  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/be780da6gy1gc8eiysoppj216f0u0jwa.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gc8ej13171j20u016eter.jpg",无,无,2020-02-25 09:43,OPPO R9,8,3,8
IvNrxcUJi,2月25日，经江苏省卫生健康委确认，我市无新增确诊新型冠状病毒肺炎病例。新增2例治愈出院病例，为姜堰区1例、泰兴市1例。泰州市新型冠状病毒肺炎疫情通报，新增出院病例2例  ,,无,无,无,2020-02-25 09:12,OPPO R9,7,2,7
IvNir7naA,2020年2月24日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例31例。1例重型病例转为普通型病例。2月24日江苏无新增新型冠状病毒肺炎确诊病例  ,,无,无,无,2020-02-25 08:49,OPPO R9,5,0,2
IvMXJw3I3,#微观民生# 相聚有时，不急一时！相聚有时，不急一时！  ,,无,无,无,2020-02-25 07:58,OPPO R9,0,0,1
IvMVLbG4m,江苏将疫情防控一级响应调整为二级响应江苏将疫情防控一级响应调整为二级响应  ,,无,无,无,2020-02-25 07:53,OPPO R9,4,1,3
IvMQHCyPy,#今日天气# 早安，泰州！今天阵雨渐止转阴到多云，偏北风3到4级。今天最高气温：19℃，明晨最低气温：7℃。  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gc8azjvf3sj208m062weh.jpg,无,无,2020-02-25 07:41,OPPO R9,0,0,0
IvIJm4OCW,#微观民生# 【全球率先，治疗阿尔茨海默型重磅产品“喜恩卡”获批上市】2月24日，泰州中国医药城传来喜讯，万全医药集团重酒石酸卡巴拉汀片（喜恩卡）获国家药品监督管理局批准生产。该品种临床上用于治疗轻、中度阿尔茨海默型痴呆（俗称老年痴呆），是目前全球率先获批的片剂产品。http://t.cn/A6hk0sBU ,,无,无,无,2020-02-24 21:12,OPPO R9,7,0,1
IvIG55zkc,#微观民生# 关于扬州泰州国际机场大幅恢复扬、泰两市城市候机楼班线的通告通告  ,,无,无,无,2020-02-24 21:04,OPPO R9,8,0,1
IvIFJeHya,#微观民生# 降温开始！雨水，今晚就到……降温开始！雨水，今晚就到……  ,,无,无,无,2020-02-24 21:03,OPPO R9,2,0,0
IvIfFba76,#微观民生# 关于做好新冠肺炎疫情期间住房公积金相关政策调整的通知最新通知！即日施行！  ,,无,无,无,2020-02-24 19:59,微博 weibo.com,2,0,0
IvHTlCUhh,#微观民生#【泰州三名心理医生奔赴湖北】今天早上6点30分，晨曦微露，我市心理援助医疗队3名心理医生紧急驰援武汉，与他们同行的还有一份已带抗体的治愈者血浆。晨曦中，泰州三名心理医生奔赴湖北！  ,,无,无,无,2020-02-24 19:04,微博 weibo.com,11,0,4
IvHyDsU8r,#微观民生#【高港10个重大项目集中开工】把失去的时间抢回来！今天，高港10个重大项目集中开工，总投资94.7亿元。把失去的时间抢回来！今天，高港10个重大项目集中开工  ,,无,无,无,2020-02-24 18:13,微博 weibo.com,3,0,0
IvHm3mDNk,#微观民生#【消毒消杀】近日，在海陵区城南街道莲花四区，来自市白蚁防治所的工作人员正在进行消毒作业。海陵区启动疫情防控“全面消毒消杀”专项行动，先期投入80台（套）消杀设备，对辖区内主次干道、公共场所、住宅小区等进行消毒消杀。  原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gc7agogjl5j20b407ewhc.jpg,无,无,2020-02-24 17:42,微博 weibo.com,2,0,1
IvH5psR2Z,#微观民生#【人勤春来早 战“疫”不误农】一年之计在于春。“雨水”节气刚过，天气乍暖还寒。在农业开发区的田间地头，人们已经开始忙碌起来，浇水、施肥、除草，开始紧锣密鼓地备战春耕春播、复工复产。“防疫春耕要做到两不误！抗击疫情是目前的首要任务，但春耕对粮食生产同样重要”。  ,,无,无,无,2020-02-24 17:01,微博 weibo.com,1,0,1
IvGRC2M2S,#微观民生#【百世诺研发成功快速检测试剂盒】半滴指尖血，一张试纸卡，10分钟出结果……17日，我市新冠病毒检测试剂研发再获重大突破——江苏百世诺医疗科技有限公司研发成功的新型冠状病毒（2019-nCoV）IgM 抗体检测试剂盒（胶体金免疫层析法），已在省医疗器械检验所完成全性能项目检验。目前，该产品已申报科技部国家重点研发计划应急项目，并已申请进入国家药监局快速审批通道。 江苏百世诺医疗科技有限公司于2015年12月在泰州医药高新区成立，为国家高新技术企业——百世诺（北京）医疗科技有限公司的全资子公司。公司在中国医药城建有专业化基因芯片和诊断试剂生产基地，集体外诊断试剂的研发、生产、销售于一体。 ,,无,无,无,2020-02-24 16:27,微博 weibo.com,8,2,2
IvGAAfmFS,#微观民生#【为保障供应，他们辛勤劳动】新冠肺炎疫情发生以来，我市家庭农场主及种养大户在疫情防控同时，抓农时做好春耕备耕，全力保障市民的“菜篮子”，稳定农产品的市场供应。在田间地头，到处可见农场主、种养大户等新型职业农民忙碌的身影。为城市的保供，他们尽心尽力辛勤劳动。他们是最美的劳动者，请为他们点赞！ [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/be780da6gy1gc7a5yya8dj20b407g77o.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gc7a5yy4apj20b407e77g.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gc7a5zbswzj20b20goqa4.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gc7a5yz7i8j20b407eadk.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gc7a5yzikdj20b40690vo.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gc7a5yxdakj20b4059di4.jpg",无,无,2020-02-24 15:45,微博 weibo.com,5,0,0
IvGf3ckFD,#微观民生#【市供销合作总社积极推进农资生产企业复工复产保障春耕备耕】 这几天，面对即将到来的春耕，泰兴市相辉蔬菜合作社负责人李有波却因地里种植的360亩白萝卜因疫情滞销而一筹莫展。市供销优品电子商务有限公司负责人得知后，主动联系到他，利用旗下衔农公社批发和零售平台，仅1天就销售近20吨萝卜，解了其燃眉之急。疫情就是命令。作为服务“三农”的主力队，市供销合作总社第一时间召开远程党组会议，研究落实疫情防控举措，部署全系统保障春耕备耕物资供应、群众生活必需品供应、农资生产企业复工复产、农产品销售等工作。一场疫情防控阻击战在全市供销合作社系统全面打响。 ,,无,无,无,2020-02-24 14:52,微博 weibo.com,2,0,0
IvFYh5Fyx,#微观民生# 泰州市人民医院关于有序开放部分门诊的通知通知  ,,无,无,无,2020-02-24 14:10,OPPO R9,1,0,1
IvFUlAD1K,#微观民生#【海陵区住建局给物业企业送口罩】近日，海陵区住建局下属物业管理服务中心将筹措到的9000余只口罩，分别送到了各物业公司手上。此前，海陵区物业管理服务中心已经筹措到2500多只口罩，无偿分发到各物业公司。当天，该物业管理服务中心再次将募集来的9000余只口罩，分发给了8家物业企业。“广大物业公司和物业工作人员，冲锋在前，勇于担当，在完成正常服务的基础上，还额外增加了消毒、打印、购物等工作，为防疫工作做出了贡献。” ,,无,无,无,2020-02-24 14:01,微博 weibo.com,3,0,0
IvFNs1XAh,#微观民生#【辛苦了！城市穿行者】一场不期而至的疫情，让昔日喧嚣的城市仿佛按下“暂停键”。 城市要复苏，生活要继续，而早已跟人们日常生活和工作融为一体的快递和外卖，最先动了起来。疫情之下，人们“宅”在家里，他们却走遍城市各个角落，给大家送去爱心和帮助。  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/be780da6gy1gc7afji3aej20b407c0uy.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gc7afjjhebj20b407ttb3.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gc7afjjcikj20b407ejtv.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gc7afjib63j20b406jtb6.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gc7afjirx6j20b407dgoe.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gc7afjh5wnj20b407jact.jpg",无,无,2020-02-24 13:44,微博 weibo.com,3,0,1
